Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
Skeeter Davis,The End of the World,0.936,0.232,157573,0.216,28408,4.93e-06,10,0.246,-10.674,1,61,0.0314,94.268,3,0.432
Roger Miller,Dang Me,0.705,0.564,102400,0.378,116879,0.000716,9,0.0723,-14.468,1,50,0.168,197.325,4,0.687
Loretta Lynn,Fist City,0.762,0.656,133933,0.556,365525,0.0,0,0.315,-8.761,1,47,0.0357,77.855,4,0.915
Faron Young,Hello Walls,0.722,0.62,146840,0.406,49204,6.73e-06,0,0.114,-10.421,1,53,0.0281,101.489,4,0.695
George Jones,Walk Through This World With Me,0.449,0.435,137960,0.295,591056,0.000265,7,0.11,-9.043,1,47,0.0276,94.292,4,0.49
"Hank Williams, Jr.",Standing In The Shadows,0.902,0.524,189573,0.3,753134,0.0192,2,0.156,-14.508,1,34,0.0354,98.107,4,0.544
Bobby Bare,500 Miles Away from Home,0.669,0.501,162560,0.429,88597,0.0,7,0.539,-10.803,1,51,0.0293,108.948,4,0.551
Roger Miller,Chug-A-Lug,0.739,0.717,119093,0.324,116879,0.000258,11,0.139,-14.631,1,50,0.113,172.189,4,0.888
Waylon Jennings,(That's What You Get) For Lovin' Me,0.664,0.608,146133,0.684,706854,2.94e-06,4,0.0897,-9.806,1,41,0.0419,89.074,4,0.873
Buck Owens,I've Got A Tiger By The Tail - 2006 Remastered Version,0.595,0.701,133867,0.497,158936,3.12e-05,4,0.118,-10.05,1,45,0.0316,96.513,4,0.963
Merle Haggard,Mama Tried,0.778,0.725,132627,0.654,17469,2.7e-06,2,0.0769,-6.283,1,57,0.0608,97.272,4,0.659
Johnny Tillotson,Send Me The Pillow You Dream On,0.724,0.433,173960,0.318,40573,2.5e-05,2,0.347,-9.149,1,44,0.0271,109.32,4,0.432
Jeannie C. Riley,Harper Valley P.T.A.,0.629,0.795,194400,0.448,32236,0.0,4,0.0659,-13.427,1,53,0.0444,122.318,4,0.96
Willie Nelson,One in a Row,0.724,0.545,152987,0.194,1088367,0.000191,10,0.193,-10.909,1,38,0.0279,96.515,4,0.515
Merle Haggard,The Bottle Let Me Down,0.821,0.699,168533,0.312,17469,0.0133,9,0.135,-13.09,1,49,0.0334,126.023,4,0.633
Hank Snow,I've Been Everywhere - Remastered,0.551,0.449,164640,0.537,44805,0.000148,6,0.412,-13.138,1,43,0.0392,119.689,4,0.961
Charley Pride,Just Between You and Me,0.618,0.527,134787,0.439,254150,0.0,6,0.345,-11.593,1,44,0.0323,110.195,4,0.659
Bobby Bare,(Margie's At) The Lincoln Park Inn,0.724,0.364,198733,0.318,88597,0.000234,2,0.151,-13.345,1,40,0.0308,131.155,3,0.525
Loretta Lynn,You Ain't Woman Enough,0.634,0.744,135160,0.455,365525,0.0,8,0.0526,-7.543,1,49,0.0366,75.281,4,0.905
Tom T. Hall,Ballad Of Forty Dollars,0.449,0.559,181800,0.658,116905,2.8e-06,2,0.239,-16.085,1,44,0.0459,114.086,4,0.799
Johnny Cash,Daddy Sang Bass,0.699,0.681,140440,0.638,3887951,0.000629,4,0.0581,-7.818,1,56,0.0367,96.882,4,0.677
Hank Thompson,A Six Pack To Go,0.489,0.67,129360,0.413,19892,0.00251,9,0.119,-14.734,1,40,0.18,165.823,4,0.593
Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' On Your Mind),0.658,0.691,126920,0.604,365525,0.000597,1,0.189,-6.587,1,53,0.062,83.602,4,0.885
Porter Wagoner,The Cold Hard Facts of Life,0.851,0.516,192947,0.438,13065,0.0,0,0.403,-11.834,1,42,0.0321,132.519,4,0.42
Jim Reeves,Am I Losing You,0.91,0.528,139733,0.121,206209,0.00451,9,0.125,-21.213,1,46,0.0345,87.834,4,0.38
Ferlin Husky,Wings Of A Dove,0.497,0.5,142907,0.319,33497,0.0,4,0.101,-15.735,1,44,0.039,177.489,3,0.646
Roger Miller,Little Green Apples - Single Version,0.848,0.519,159827,0.131,116879,0.0591,0,0.139,-21.288,1,46,0.0501,103.183,4,0.496
George Hamilton IV,Abilene,0.445,0.63,133333,0.448,7969,1.43e-05,5,0.271,-15.015,1,48,0.0271,104.024,4,0.753
Jim Reeves,Welcome to My World,0.725,0.341,152600,0.252,206209,0.0594,3,0.287,-14.869,1,52,0.0288,81.058,4,0.399
Lefty Frizzell,"Saginaw, Michigan",0.858,0.579,186973,0.307,56713,0.000757,10,0.156,-13.899,1,40,0.0381,145.168,3,0.74
Ray Price,Burning Memories - Single Version,0.899,0.32,149200,0.297,72800,0.000738,7,0.347,-15.054,0,39,0.0357,102.12,4,0.445
George Jones,Take Me,0.863,0.427,140733,0.209,591056,0.0,9,0.103,-13.851,1,45,0.0308,102.668,3,0.333
The Statler Brothers,Flowers On the Wall,0.792,0.784,138800,0.451,106501,4.09e-05,8,0.115,-11.225,0,54,0.0723,100.303,4,0.78
Leroy Van Dyke,Walk On By,0.795,0.58,144200,0.452,13868,1.13e-05,10,0.186,-11.158,1,41,0.0364,132.607,4,0.949
Little Jimmy Dickens,May the Bird of Paradise Fly up Your Nose,0.738,0.66,151693,0.801,3711,1.04e-05,4,0.627,-8.446,1,41,0.115,104.374,4,0.867
Tammy Wynette,Stand By Your Man,0.788,0.517,159760,0.246,294192,0.00105,9,0.133,-11.992,1,58,0.0308,105.24,4,0.525
Merle Haggard,Swinging Doors,0.821,0.699,168533,0.312,17469,0.0133,9,0.135,-13.09,1,49,0.0334,126.023,4,0.633
Bobby Bare,Detroit City,0.784,0.551,168067,0.285,88597,0.0,11,0.112,-13.231,1,47,0.0289,121.315,4,0.398
Marty Robbins,Devil Woman,0.921,0.684,172667,0.277,228714,6.54e-06,4,0.124,-13.1,1,49,0.0533,145.155,4,0.642
Wanda Jackson,Right Or Wrong,0.731,0.328,159307,0.403,75905,4.37e-06,7,0.0817,-5.472,1,38,0.0326,76.881,3,0.421
Jim Reeves,He'll Have to Go,0.909,0.554,138640,0.186,206209,0.00144,1,0.11,-15.846,1,56,0.0379,81.181,3,0.2
Ernest Ashworth,Talk Back Trembling Lips,0.751,0.575,160440,0.435,1015,0.0,9,0.0795,-11.801,1,40,0.0326,135.955,4,0.739
Porter Wagoner,The Last Thing On My Mind,0.563,0.611,156160,0.412,13065,0.0,11,0.24,-12.513,1,49,0.0282,105.811,4,0.713
Patsy Cline,I Fall To Pieces - Single Version,0.917,0.481,171333,0.0568,456830,0.0,10,0.12,-20.508,1,62,0.0357,111.799,4,0.505
Marty Robbins,Big Iron,0.803,0.726,235733,0.474,228714,0.0,1,0.258,-7.834,0,67,0.0491,116.027,4,0.57
Roger Miller,King Of The Road - Single Version,0.848,0.519,159827,0.131,116879,0.0591,0,0.139,-21.288,1,46,0.0501,103.183,4,0.496
Porter Wagoner,Misery Loves Company,0.534,0.455,149547,0.441,13065,0.0,5,0.124,-11.119,1,39,0.08,189.169,3,0.633
Ned Miller,From a Jack to a King,0.824,0.607,130000,0.624,880888,0.0,11,0.102,-2.983,1,31,0.0336,100.809,4,0.694
Patsy Cline,Leavin' On Your Mind - Single Version,0.932,0.493,147027,0.0719,456830,2.04e-06,7,0.607,-19.293,1,48,0.0317,104.018,3,0.385
Buck Owens,Together Again,0.384,0.46,148893,0.306,158936,0.00545,1,0.0808,-7.684,1,49,0.0268,76.788,4,0.489
Roger Miller,Me And Bobby McGee,0.392,0.538,196400,0.492,116879,0.00182,2,0.051,-14.736,1,49,0.0323,166.049,4,0.899
Del Reeves,Girl On The Billboard,0.736,0.624,162867,0.716,14960,0.0,2,0.315,-10.697,1,41,0.0374,83.167,4,0.961
Jack Greene,There Goes My Everything,0.838,0.425,142880,0.342,12942,0.0,10,0.147,-10.81,1,36,0.0282,139.205,5,0.365
Hank Locklin,"Please Help Me, I'm Falling",0.828,0.552,141467,0.336,37441,0.0,7,0.324,-10.712,1,50,0.0311,105.479,4,0.553
Cowboy Copas,Alabam,0.378,0.719,139907,0.653,6309,0.00364,2,0.129,-11.572,1,28,0.0305,106.718,4,0.96
Patsy Cline,Sweet Dreams (Of You) - Single Version,0.953,0.321,155733,0.0227,456830,0.0,8,0.313,-22.698,1,43,0.0349,83.319,4,0.312
Waylon Jennings,"Luckenbach, Texas (Back to the Basics of Love)",0.714,0.687,200640,0.469,706854,0.00199,7,0.252,-9.992,1,60,0.0322,102.88,4,0.674
Emmylou Harris,One Of These Days - Remastered,0.447,0.663,183720,0.387,212904,3.18e-05,10,0.121,-9.271,1,48,0.03,124.671,4,0.681
Sonny James,"Bright Lights, Big City",0.724,0.708,156133,0.463,22887,0.000222,5,0.0904,-13.748,1,21,0.0436,117.262,4,0.961
Tom T. Hall,Country Is,0.836,0.546,129733,0.394,116905,0.000128,0,0.0573,-13.403,1,32,0.0309,145.028,4,0.897
Mel Tillis,"Midnight, Me And The Blues",0.843,0.647,170200,0.282,56914,0.00134,3,0.182,-15.042,1,33,0.0319,132.169,4,0.753
Johnny Paycheck,Take This Job and Shove It,0.562,0.764,156293,0.455,178730,1.61e-05,10,0.0756,-10.336,1,57,0.0508,137.148,4,0.707
John Conlee,Rose Colored Glasses,0.382,0.396,200493,0.379,91336,0.0,8,0.105,-14.236,1,55,0.043,114.447,3,0.368
Vern Gosdin,Till The End,0.411,0.547,166000,0.265,82477,1.35e-06,9,0.109,-16.803,1,43,0.0249,93.106,4,0.385
Glen Campbell,Rhinestone Cowboy,0.102,0.644,194453,0.633,222957,6.82e-05,0,0.227,-8.006,1,61,0.0261,115.191,4,0.647
Conway Twitty,"Louisiana Woman, Mississippi Man",0.477,0.62,151731,0.711,432028,0.000168,1,0.0812,-6.943,1,59,0.035,98.263,4,0.96
George Jones,The Grand Tour,0.944,0.458,187373,0.275,591056,0.0194,10,0.271,-11.498,1,54,0.0261,88.718,4,0.449
Lynn Anderson,Rose Garden - Single Version,0.0422,0.59,174195,0.484,1586,0.707,0,0.401,-9.977,1,0,0.0323,134.032,4,0.97
The Kendalls,Heaven's Just A Sin Away,0.725,0.617,153867,0.638,36991,0.0,6,0.071,-8.001,1,45,0.0297,152.816,4,0.902
Tammy Wynette,'Til I Get It Right,0.843,0.528,157933,0.146,294192,0.000356,0,0.101,-13.271,1,42,0.0288,133.894,4,0.336
Don Williams,It Must Be Love - Single Version,0.129,0.92,146733,0.399,287167,8.66e-06,5,0.0721,-17.627,1,47,0.0608,110.824,4,0.966
Johnny Rodriguez,Ridin' My Thumb To Mexico,0.972,0.628,126200,0.321,25821,1.01e-05,1,0.253,-9.718,1,39,0.0292,90.259,4,0.666
Faron Young,Goin' Steady,0.47,0.492,125267,0.428,49204,0.0,0,0.204,-13.132,1,41,0.0352,165.778,4,0.871
Barbara Mandrell,(If Loving You Is Wrong) I Don't Want To Be Right,0.0341,0.621,185013,0.536,120138,1.01e-05,4,0.142,-10.935,0,37,0.0349,74.256,4,0.72
Anne Murray,Shadows In The Moonlight,0.00351,0.63,209733,0.689,294406,4.7e-05,0,0.103,-5.927,1,43,0.0253,104.683,4,0.422
Gene Watson,Love In The Hot Afternoon,0.532,0.536,201240,0.404,38915,0.0,4,0.101,-11.265,1,37,0.0351,112.682,3,0.29
Jerry Reed,"When You're Hot, You're Hot",0.354,0.788,139560,0.832,192501,0.0,4,0.1,-10.783,1,48,0.0981,101.045,4,0.91
Don Williams,Some Broken Hearts Never Mend - Single Version,0.228,0.633,168360,0.433,287167,0.0775,9,0.0751,-16.442,1,42,0.0264,97.527,4,0.816
Marie Osmond,Paper Roses,0.272,0.359,158973,0.504,53160,1.52e-05,8,0.332,-10.555,1,41,0.0349,114.172,4,0.73
Conway Twitty,Don't Take It Away - Single Version,0.517,0.721,221400,0.302,432028,0.0,4,0.168,-16.424,1,41,0.0592,88.461,4,0.433
Mickey Gilley,Don't the Girls All Get Prettier at Closing Time,0.795,0.645,177958,0.649,94979,0.000825,0,0.184,-13.922,1,45,0.0435,88.815,4,0.917
Dave and Sugar,The Door Is Always Open,0.499,0.455,163800,0.479,5291,0.0,5,0.121,-10.417,1,42,0.0272,188.482,4,0.826
Waylon Jennings,This Time,0.0884,0.448,144733,0.597,706854,0.285,0,0.149,-12.201,1,46,0.0381,98.494,4,0.514
Loretta Lynn,Out Of My Head And Back In My Bed - Single Version,0.284,0.625,160920,0.69,365525,0.0167,2,0.727,-10.424,1,40,0.0322,132.446,4,0.915
Barbara Mandrell,Sleeping Single In A Double Bed - Single Version,0.554,0.706,139610,0.661,120138,0.0,0,0.0937,-9.2,1,43,0.0297,139.453,4,0.968
David Allan Coe,You Never Even Called Me By My Name,0.409,0.589,314067,0.453,448253,0.0,0,0.351,-13.309,1,61,0.0353,105.703,4,0.515
Billy 'Crash' Craddock,Rub It In,0.404,0.759,146800,0.543,1142,1.25e-05,7,0.141,-11.189,1,40,0.0321,115.671,4,0.977
Willie Nelson,Blue Skies,0.207,0.381,213440,0.335,1088367,0.088,2,0.1,-12.797,1,52,0.0362,83.792,4,0.259
Conway Twitty,I Can't Believe She Gives It All To Me - Single Version,0.56,0.471,143373,0.195,432028,0.000106,2,0.102,-16.353,1,37,0.0277,91.817,4,0.47
Bobby Bare,Marie Laveau,0.872,0.593,189027,0.521,88597,0.0,9,0.714,-10.326,1,51,0.0358,117.805,4,0.855
Dolly Parton,Love Is Like a Butterfly,0.913,0.684,140733,0.119,1048689,6.59e-05,8,0.112,-14.731,1,45,0.0426,89.805,4,0.683
Emmylou Harris,Two More Bottles of Wine - Remastered Version,0.251,0.764,186333,0.736,212904,0.000294,3,0.121,-7.571,1,51,0.0333,134.336,4,0.96
Jerry Reed,Amos Moses,0.4,0.738,139227,0.723,192501,0.00134,2,0.0166,-10.356,1,54,0.0728,105.541,4,0.95
Johnny Rodriguez,Pass Me By,0.678,0.661,157747,0.4,25821,0.0,7,0.0697,-6.499,1,42,0.0245,101.025,4,0.397
Bob Luman,Lonely Women Make Good Lovers,0.712,0.652,193960,0.484,4551,0.124,8,0.272,-10.389,1,46,0.0309,121.604,4,0.636
Waylon Jennings,"Mammas, Don't Let Your Babies Grow Up to Be Cowboys",0.614,0.592,153200,0.422,706854,0.0015,9,0.158,-11.549,1,64,0.0332,94.597,3,0.536
Billy Swan,I Can Help,0.511,0.471,238333,0.675,9227,0.019,0,0.232,-9.07,1,55,0.0513,125.313,4,0.53
Moe Bandy,Barstool Mountain,0.23,0.73,169000,0.225,34863,4.27e-06,2,0.258,-15.429,1,41,0.032,123.61,4,0.596
Freddy Fender,Before The Next Teardrop Falls,0.748,0.799,156874,0.345,82655,2.39e-05,10,0.169,-11.52,1,52,0.0276,90.417,4,0.776
Charlie Rich,The Most Beautiful Girl,0.661,0.576,161907,0.318,107113,7.47e-06,7,0.167,-14.366,1,54,0.0286,103.493,4,0.41
Willie Nelson,Bloody Mary Morning,0.586,0.601,168933,0.766,1088367,0.000903,7,0.347,-13.262,1,47,0.0466,130.14,4,0.856
Ronnie Milsap,What a Difference You've Made in My Life,0.405,0.419,241080,0.484,207000,0.000216,5,0.21,-11.618,1,46,0.0278,96.222,4,0.393
Moe Bandy,Just Good Ol' Boys,0.75,0.61,158720,0.459,34863,0.0,10,0.0869,-14.214,1,51,0.0709,151.368,4,0.735
Marty Robbins,"My Woman, My Woman, My Wife",0.927,0.429,211107,0.317,228714,3.5e-06,0,0.116,-11.322,1,46,0.0292,102.109,3,0.302
Johnny Cash,One Piece at a Time,0.685,0.721,241813,0.539,3887951,0.0,10,0.282,-14.064,1,59,0.351,102.648,4,0.963
Mac Davis,Stop And Smell The Roses,0.252,0.375,256720,0.473,25323,0.0,2,0.281,-14.177,1,44,0.0587,163.181,3,0.584
Dottie West,Country Sunshine,0.458,0.453,123667,0.51,39328,0.0,0,0.106,-8.94,1,33,0.0357,83.045,4,0.747
Willie Nelson,Blue Eyes Crying in the Rain,0.928,0.626,138600,0.04,1088367,0.00178,4,0.11,-19.994,1,60,0.0405,117.136,4,0.418
The Oak Ridge Boys,Y'all Come Back Saloon,0.0499,0.694,174693,0.294,257528,7.76e-06,2,0.0887,-17.535,1,52,0.0477,82.793,4,0.698
Gary Stewart,She's Actin' Single (I'm Drinkin' Doubles),0.684,0.7,168120,0.45,25735,6.36e-05,6,0.158,-11.023,1,51,0.0308,109.333,4,0.704
Loretta Lynn,Coal Miner's Daughter,0.836,0.604,180960,0.354,365525,0.00474,9,0.103,-14.07,1,56,0.0313,137.349,4,0.635
Johnny Cash,Man in Black,0.589,0.676,172987,0.58,3887951,0.000145,5,0.218,-14.217,1,59,0.0506,95.358,4,0.89
John Denver,"Take Me Home, Country Roads",0.546,0.255,197813,0.43,942529,1.87e-05,9,0.188,-12.564,1,78,0.0322,164.267,4,0.546
Ray Stevens,Misty,0.187,0.591,175933,0.551,40935,0.000652,2,0.0749,-13.72,1,40,0.0286,100.326,4,0.877
Kenny Rogers,The Gambler,0.342,0.671,214880,0.501,1156498,0.0,4,0.194,-13.119,1,76,0.0594,87.038,4,0.86
Billie Jo Spears,Blanket On The Ground,0.394,0.465,215360,0.519,26702,0.00156,5,0.204,-11.819,1,55,0.0239,86.6,4,0.881
Tammy Wynette,You and Me,0.584,0.458,200427,0.234,294192,0.00029,8,0.182,-14.843,1,42,0.0273,77.317,3,0.197
"Hank Williams, Jr.",Family Tradition,0.0238,0.66,242960,0.523,753134,0.0,4,0.142,-12.068,1,66,0.0608,126.342,4,0.794
Donna Fargo,Funny Face - Single Version,0.813,0.541,166360,0.249,39205,5.59e-05,2,0.159,-13.125,1,28,0.0339,96.802,3,0.437
Jean Shepard,Slippin' Away,0.811,0.737,149800,0.483,13838,2.17e-06,5,0.196,-8.389,1,29,0.0281,113.365,4,0.802
Tom T. Hall,I Love,0.782,0.531,126667,0.198,116905,0.0383,4,0.175,-17.377,1,48,0.0286,91.929,4,0.582
Johnny Paycheck,Slide off of Your Satin Sheets,0.526,0.732,174400,0.509,178730,0.00162,10,0.0758,-9.278,1,33,0.0318,109.253,4,0.63
Roy Clark,Thank God And Greyhound,0.563,0.464,155760,0.359,33800,0.0,10,0.0814,-12.938,1,32,0.029,88.221,3,0.603
Dolly Parton,Coat of Many Colors,0.93,0.624,183667,0.257,1048689,7.56e-05,5,0.138,-13.341,1,60,0.0444,85.617,4,0.681
George Jones,Her Name Is...,0.307,0.565,138800,0.336,591056,0.0,7,0.0949,-16.387,1,46,0.0319,82.294,4,0.796
Tammy Wynette,Good Lovin' (Makes It Right),0.726,0.669,150147,0.357,294192,0.0,5,0.113,-12.176,1,18,0.0338,86.147,4,0.77
Conway Twitty,Linda On My Mind - Single Version,0.735,0.363,159800,0.255,432028,5e-05,9,0.0978,-12.442,1,37,0.0313,154.725,3,0.539
Donna Fargo,The Happiest Girl In The Whole U.S.A.,0.357,0.655,151307,0.449,39205,0.0,6,0.492,-11.468,1,41,0.0277,97.982,3,0.488
Dottie West,Last Time I Saw Him,0.296,0.554,182933,0.665,39328,0.000195,2,0.583,-8.413,1,19,0.0329,88.847,4,0.35
The Oak Ridge Boys,Come On In (You Did The Best You Could Do),0.16,0.5,177733,0.636,257528,0.000231,7,0.0765,-13.724,1,31,0.0544,189.374,4,0.948
Ronnie Milsap,Daydreams About Night Things,0.542,0.631,142773,0.54,207000,0.0,2,0.115,-8.983,1,53,0.0322,138.8,4,0.934
Willie Nelson,Whiskey River - Live,0.341,0.509,211547,0.718,1088367,0.0176,7,0.0948,-8.637,1,44,0.033,99.795,4,0.764
Merle Haggard,The Fightin' Side Of Me,0.368,0.754,169347,0.497,662210,0.0,4,0.193,-11.14,1,48,0.039,95.502,4,0.789
Faron Young,It's Four In The Morning - Single Version,0.561,0.467,181027,0.332,49204,7.58e-06,9,0.342,-13.653,1,13,0.0299,126.642,3,0.548
Waylon Jennings,The Wurlitzer Prize (I Don't Want to Get Over You),0.861,0.597,128253,0.346,706854,0.00309,7,0.13,-12.679,1,44,0.0399,118.704,4,0.499
The Charlie Daniels Band,The Devil Went Down to Georgia,0.131,0.517,215067,0.535,353023,0.0,0,0.085,-12.027,1,64,0.0494,135.087,4,0.933
Ronnie Milsap,What Goes On When The Sun Goes Down,0.683,0.678,171693,0.552,207000,0.0,5,0.104,-7.924,1,22,0.0301,132.988,4,0.911
Merle Haggard,It's Not Love (But It's Not Bad),0.189,0.659,201387,0.281,662210,0.0,7,0.112,-13.564,1,41,0.0268,108.287,4,0.518
George Jones,Bartender's Blues,0.863,0.572,225973,0.267,591056,0.00172,9,0.105,-13.272,1,39,0.0299,86.203,3,0.321
Conway Twitty,You've Never Been This Far Before,0.679,0.705,190000,0.397,432028,0.0,10,0.106,-11.775,1,44,0.0343,133.355,4,0.684
Waylon Jennings,Suspicious Minds (with Jessi Colter),0.539,0.593,238027,0.596,706854,5.39e-05,2,0.112,-11.24,1,26,0.0598,120.468,4,0.765
Tom T. Hall,The Year That Clayton Delaney Died,0.686,0.628,164720,0.433,116905,4.93e-06,1,0.0932,-10.876,1,51,0.029,133.088,1,0.858
Merle Haggard,If We're Not Back In Love By Monday,0.813,0.696,196000,0.193,662210,1.34e-05,3,0.103,-16.637,0,40,0.0299,76.55,4,0.701
Mickey Gilley,The Power of Positive Drinkin',0.629,0.535,145253,0.912,94979,0.00263,5,0.216,-8.18,1,41,0.0573,181.036,4,0.906
Dolly Parton,Jolene,0.566,0.674,161533,0.537,1048689,0.0,1,0.131,-10.971,0,74,0.0363,110.578,4,0.809
Jeanne Pruett,Satin Sheets,0.765,0.568,202733,0.253,880888,0.0,2,0.0696,-13.607,1,35,0.0261,99.082,4,0.366
Johnny Rodriguez,Love Put A Song In My Heart,0.829,0.667,164667,0.414,25821,0.0,9,0.0987,-9.485,1,14,0.0334,118.761,4,0.767
Waylon Jennings,Good Hearted Woman,0.387,0.41,178733,0.568,706854,0.102,2,0.389,-11.673,1,57,0.0346,103.026,4,0.644
John Conlee,Backside of Thirty,0.414,0.65,153867,0.422,91336,0.0,7,0.223,-14.579,1,44,0.0271,92.907,3,0.699
Sammi Smith,Help Me Make It Through The Night,0.605,0.559,155533,0.35,12440,0.000443,8,0.102,-12.01,1,52,0.0245,78.035,4,0.413
Charley Pride,Kiss an Angel Good Mornin',0.581,0.665,123467,0.512,254150,0.0,4,0.371,-10.704,1,58,0.03,130.578,4,0.87
Shelly West,Jose Cuervo,0.305,0.697,162840,0.588,4288,0.0,7,0.117,-9.416,1,50,0.0759,115.339,4,0.816
George Strait,Fool Hearted Memory,0.319,0.623,159493,0.397,1850160,0.0,10,0.26,-14.483,1,50,0.0292,88.822,4,0.644
Randy Travis,I Told You So,0.182,0.615,219507,0.347,800382,0.0,9,0.125,-9.596,1,52,0.0259,78.994,4,0.273
The Oak Ridge Boys,Elvira,0.188,0.825,225627,0.285,257528,0.00131,8,0.0539,-17.491,1,59,0.0326,126.946,4,0.86
Exile,Woke Up In Love,0.17,0.611,186707,0.616,9997,0.000189,9,0.611,-10.749,1,39,0.063,168.876,4,0.853
Alabama,My Home's In Alabama - Live,0.276,0.366,386027,0.479,652856,0.0114,7,0.136,-9.774,1,44,0.0438,80.842,4,0.397
T.G. Sheppard,War Is Hell - Re-Recorded,0.457,0.613,203238,0.453,70253,0.0,5,0.111,-13.595,1,37,0.0593,170.132,4,0.772
The Forester Sisters,Mama's Never Seen Those Eyes,0.0872,0.592,170147,0.469,26978,0.0,8,0.0605,-12.276,1,41,0.0268,144.152,4,0.88
The Bellamy Brothers,Dancin' Cowboys,0.00143,0.745,199667,0.411,170897,0.000329,2,0.0757,-16.298,1,42,0.0404,120.833,4,0.853
Deborah Allen,Baby I Lied,0.318,0.63,250120,0.478,10999,6.49e-05,11,0.0942,-10.589,1,44,0.0275,92.491,4,0.279
The Oak Ridge Boys,American Made,0.108,0.696,159867,0.527,257528,0.000897,8,0.0377,-14.275,1,51,0.0329,128.962,4,0.974
Gene Watson,Fourteen Carat Mind,0.143,0.539,159507,0.485,38915,0.0,5,0.181,-15.072,1,44,0.0341,188.884,3,0.94
Michael Martin Murphey,What's Forever For?,0.47,0.551,171907,0.214,15128,0.0,0,0.141,-16.631,0,50,0.0282,75.268,4,0.294
"Hank Williams, Jr.",Old Habits,0.244,0.614,199667,0.381,753134,4.12e-05,4,0.0917,-14.628,1,62,0.0441,145.056,4,0.504
Clint Black,Killin' Time,0.455,0.714,168000,0.522,489270,1.02e-05,7,0.0967,-9.773,1,59,0.0283,121.312,4,0.69
The Bellamy Brothers,Old Hippie,0.038,0.691,247040,0.497,170897,5.94e-06,11,0.0859,-13.248,1,53,0.0473,103.893,4,0.701
Ronnie Milsap,She Keeps The Home Fires Burning,0.479,0.668,234894,0.519,34364,9.83e-06,7,0.29,-10.292,1,5,0.0274,126.301,4,0.813
Carol Hall,Hard Candy Christmas,0.861,0.524,235693,0.108,880888,2.19e-05,1,0.118,-18.875,1,25,0.0296,99.981,4,0.169
Sylvia,Nobody,0.249,0.764,199200,0.448,6427,0.0,0,0.107,-12.371,1,48,0.0336,124.226,4,0.868
Eddy Raven,I Got Mexico,0.366,0.82,146467,0.529,37523,0.0,6,0.09,-10.08,0,47,0.0385,112.114,4,0.853
Merle Haggard,"Twinkle, Twinkle Lucky Star",0.841,0.659,203600,0.34,662210,0.000598,4,0.222,-14.976,1,46,0.035,81.64,4,0.694
John Anderson,Swingin',0.066,0.655,178190,0.751,248493,0.0,9,0.303,-10.689,1,54,0.0311,110.755,4,0.746
T.G. Sheppard,I Loved 'Em Every One,0.216,0.66,220427,0.688,70253,0.0016,4,0.0685,-12.563,0,49,0.0304,87.126,4,0.718
Dan Seals,Everything That Glitters (Is Not Gold),0.726,0.654,292627,0.259,92598,0.0,4,0.0541,-16.728,1,51,0.0304,112.1,4,0.466
Kenny Rogers,Islands In The Stream,0.675,0.618,251960,0.412,1048689,1.04e-06,8,0.0886,-12.075,1,70,0.0368,203.933,4,0.74
Earl Thomas Conley,What I'd Say,0.717,0.67,232773,0.265,123316,1.06e-06,6,0.102,-12.741,1,46,0.0289,117.799,4,0.255
The Forester Sisters,[That's What You Do] When You're In Love,0.277,0.574,184947,0.47,26978,0.0,10,0.061,-13.137,1,39,0.0356,160.821,4,0.937
George Strait,Does Fort Worth Ever Cross Your Mind,0.137,0.664,154360,0.601,1850160,3.09e-05,2,0.0567,-13.379,1,55,0.0616,168.979,4,0.934
Alabama,When We Make Love,0.649,0.481,216373,0.0758,652856,0.0,7,0.0859,-23.435,1,43,0.0433,71.892,4,0.14
Steve Earle,Guitar Town,0.229,0.661,155267,0.496,169273,0.0,7,0.0753,-15.53,1,57,0.0357,165.549,4,0.948
The Judds,Grandpa (Tell Me 'Bout The Good Old Days),0.426,0.565,254640,0.456,342463,8.08e-06,4,0.0612,-8.124,1,57,0.031,201.644,4,0.588
Rosanne Cash,Blue Moon With Heartache,0.723,0.557,266667,0.187,91914,0.000102,11,0.112,-15.762,1,39,0.0285,97.436,4,0.147
Sawyer Brown,Used To Blue,0.652,0.434,200067,0.336,281436,0.0,5,0.123,-12.828,1,37,0.0382,62.205,4,0.475
George Strait,All My Ex's Live In Texas,0.217,0.764,200827,0.333,1850160,1.02e-05,9,0.11,-15.921,1,59,0.0308,130.541,4,0.738
George Jones,Who's Gonna Fill Their Shoes,0.672,0.441,195133,0.262,591056,0.0,4,0.133,-13.435,1,54,0.0301,138.327,4,0.317
Earl Thomas Conley,We Believe In Happy Endings,0.565,0.594,215667,0.321,123316,0.0,5,0.0913,-11.886,1,41,0.0234,91.203,4,0.31
Dwight Yoakam,Streets Of Bakersfield,0.0399,0.74,168213,0.703,329319,5.69e-06,9,0.0378,-11.87,1,55,0.0576,106.878,4,0.816
Merle Haggard,Pancho and Lefty,0.651,0.665,286067,0.37,1088367,0.000315,2,0.073,-16.651,1,58,0.035,122.997,4,0.519
