Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
OutKast,Rosa Parks,0.104,0.792,324373,0.701,1319675,0.0,6,0.761,-7.198,0,63,0.283,103.888,4,0.251
Naughty By Nature,Hip Hop Hooray,0.102,0.862,267267,0.642,565605,0.0,6,0.272,-13.652,0,64,0.101,99.201,4,0.765
Junior M.A.F.I.A.,Get Money,0.398,0.711,274440,0.871,5004931,1.69e-06,2,0.171,-4.32,1,63,0.294,91.153,4,0.912
Bone Thugs-N-Harmony,Tha Crossroads,0.0856,0.679,223547,0.509,1457884,0.0,4,0.438,-7.31,1,67,0.0617,144.29,4,0.534
A Tribe Called Quest,Can I Kick It?,0.173,0.848,251573,0.666,1177619,0.000699,0,0.129,-6.547,1,69,0.274,96.662,4,0.744
M.O.P.,Ante Up (Robbin Hoodz Theory),0.00514,0.699,248693,0.793,177157,2.75e-06,1,0.7,-4.856,1,60,0.268,94.138,4,0.929
Busta Rhymes,Put Your Hands Where My Eyes Could See,0.00864,0.906,194293,0.623,1429569,4.19e-06,1,0.0753,-6.711,0,61,0.303,99.498,4,0.715
Westside Connection,Gangsta Nation,0.127,0.843,293053,0.7,667034,0.0,9,0.876,-3.249,0,66,0.26,95.05,4,0.675
Ol' Dirty Bastard,Shimmy Shimmy Ya,0.097,0.814,161400,0.481,530538,3.83e-05,0,0.0495,-5.183,1,66,0.245,96.252,4,0.193
Nas,Hate Me Now,0.00583,0.678,284000,0.77,1876392,0.0,9,0.109,-4.399,0,61,0.222,90.0,4,0.412
OutKast,ATLiens,0.0294,0.918,230693,0.734,1319675,7.9e-06,11,0.191,-2.832,0,66,0.269,97.044,4,0.608
Fugees,Fu-Gee-La,0.137,0.682,260067,0.505,734428,0.0,1,0.234,-11.709,1,64,0.138,89.954,4,0.4
Eminem,Guilty Conscience,0.0527,0.66,199333,0.789,34338691,0.0,7,0.341,-5.143,1,64,0.364,182.218,4,0.513
Busta Rhymes,Gimme Some More,0.00832,0.591,158467,0.855,880888,5.87e-05,11,0.771,-8.339,0,0,0.339,136.734,4,0.78
Gang Starr,Full Clip,0.0227,0.875,217440,0.745,554919,2.37e-06,1,0.287,-5.878,1,65,0.269,95.202,4,0.749
Mase,What You Want (feat. Total),0.0312,0.838,242947,0.72,412451,1.11e-05,10,0.422,-6.593,0,64,0.384,93.76,4,0.845
KRS-One,Sound of da Police,0.124,0.794,258507,0.95,366544,7.71e-05,1,0.133,-8.78,1,62,0.294,94.984,4,0.324
Naughty By Nature,Feel Me Flow,0.0468,0.805,212560,0.754,565605,1.79e-06,8,0.0855,-6.679,0,61,0.156,90.214,4,0.844
Craig Mack,"Flava In Ya Ear Remix - feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage",0.272,0.52,302013,0.847,880888,0.0,9,0.325,-5.3,1,59,0.427,177.371,4,0.799
Beastie Boys,Intergalactic - Remastered,0.022,0.734,231493,0.864,1564367,9.94e-06,2,0.246,-6.119,1,68,0.303,105.933,4,0.47
Kris Kross,Jump,0.000501,0.749,195107,0.745,226275,0.00403,2,0.333,-10.625,1,66,0.164,101.972,4,0.481
LL Cool J,Doin' It,0.365,0.801,293933,0.55,885113,0.0234,10,0.117,-11.044,0,62,0.209,94.993,4,0.609
Mobb Deep,Hell on Earth (Front Lines),0.275,0.875,274093,0.658,1023614,0.0,0,0.122,-3.641,1,66,0.359,92.039,4,0.661
Eminem,Just Don't Give A Fuck,0.000713,0.539,242573,0.931,34338691,0.0,4,0.204,-1.803,0,61,0.262,85.571,4,0.685
Nas,N.Y. State of Mind,0.0394,0.665,293973,0.91,1876392,0.0,6,0.227,-4.682,0,65,0.223,84.099,4,0.887
Wu-Tang Clan,Wu-Tang Clan Aint Nuthing ta F' Wit,0.197,0.826,216133,0.566,1636014,0.0,10,0.356,-10.747,0,66,0.31,99.13,4,0.653
The Pharcyde,Passing Me By,0.00642,0.72,296707,0.811,880888,0.0788,10,0.102,-6.675,0,28,0.156,174.211,4,0.751
Public Enemy,He Got Game,0.0736,0.825,286200,0.639,588266,0.0224,4,0.0612,-6.607,1,52,0.189,97.389,4,0.866
Dead Prez,Hip Hop,0.000633,0.725,214067,0.737,106161,0.00417,4,0.109,-7.453,1,62,0.324,77.161,4,0.219
Gang Starr,Work,0.0347,0.787,177667,0.832,554919,0.0,10,0.0593,-4.671,1,62,0.301,92.606,4,0.814
The Pharcyde,Runnin',0.0287,0.754,296267,0.785,367843,0.00144,10,0.319,-8.178,0,63,0.18,94.104,4,0.821
Mobb Deep,Quiet Storm,0.366,0.79,265493,0.728,1023614,0.0,2,0.112,-9.221,1,62,0.391,96.978,4,0.403
EPMD,Da Joint,0.318,0.831,206693,0.59,227154,0.0,1,0.101,-3.877,1,50,0.359,89.619,4,0.752
Souls Of Mischief,93 'Til Infinity,0.125,0.59,286440,0.672,147087,1.04e-06,1,0.147,-11.792,1,67,0.412,206.247,4,0.688
Junior M.A.F.I.A.,Player's Anthem,0.262,0.788,322227,0.626,166872,0.0,0,0.0791,-8.582,1,47,0.354,87.96,4,0.74
Q-Tip,Vivrant Thing - Club Mix,0.00631,0.914,190440,0.698,880888,0.000295,9,0.0575,-8.619,1,53,0.0541,99.034,4,0.613
Lords Of The Underground,Chief Rocka,0.174,0.89,247400,0.716,122823,0.000589,1,0.0657,-9.673,1,59,0.296,99.988,4,0.656
Cypress Hill,How I Could Just Kill a Man,0.000722,0.769,252240,0.675,1144448,0.000149,6,0.0904,-13.326,1,60,0.0724,101.884,4,0.803
The Roots,You Got Me,0.151,0.729,259307,0.442,873356,0.0,11,0.189,-8.106,0,65,0.285,81.029,4,0.757
N.W.A.,Alwayz Into Somethin',0.0114,0.709,264960,0.874,2837248,0.0,7,0.213,-4.522,1,61,0.193,88.546,4,0.832
Method Man,Bring The Pain,0.38,0.835,189760,0.456,1114718,0.00359,6,0.16,-10.195,0,62,0.266,101.889,4,0.224
Diamond D,"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)",0.0545,0.806,254027,0.613,880888,0.0,9,0.129,-11.08,0,61,0.372,91.497,4,0.688
A Tribe Called Quest,Electric Relaxation,0.184,0.866,226133,0.534,1177619,0.266,11,0.0929,-9.201,1,65,0.229,98.243,4,0.841
Das EFX,Real Hip-Hop,0.0217,0.858,247613,0.76,205693,0.0,4,0.322,-7.895,0,58,0.254,93.082,4,0.951
Group Home,Livin' Proof,0.00916,0.808,254933,0.765,56330,0.000196,6,0.0515,-7.363,0,51,0.302,92.044,4,0.761
Onyx,Slam,0.0654,0.876,218333,0.71,249472,0.00312,11,0.918,-12.908,1,60,0.347,98.305,4,0.724
Compton's Most Wanted,Streiht Up Menace,0.00116,0.766,274840,0.52,194062,0.0189,7,0.3,-9.371,1,43,0.105,79.838,4,0.556
Pete Rock & C.L. Smooth,They Reminisce Over You,0.141,0.761,286693,0.683,159277,0.0,2,0.342,-10.889,1,60,0.164,101.787,4,0.671
Hieroglyphics,You Never Knew,0.385,0.73,273573,0.837,124328,0.0,6,0.321,-5.359,0,56,0.281,92.127,4,0.867
Eric B. & Rakim,Don't Sweat The Technique,0.00556,0.737,262800,0.89,362505,0.00171,4,0.0801,-8.443,1,52,0.158,105.848,4,0.809
Fugees,Nappy Heads - Remix,0.137,0.774,322067,0.456,734428,6.88e-05,1,0.109,-16.027,1,59,0.326,97.109,4,0.642
Smif-N-Wessun,Wreckonize - Remix Vocal,0.296,0.775,233200,0.451,110769,6.31e-06,1,0.123,-9.164,1,57,0.0567,92.986,4,0.559
Dred Scott,Duck Ya Head,0.0303,0.845,289160,0.819,749,0.0,10,0.115,-4.35,0,42,0.385,94.984,4,0.747
Pete Rock,Grown Man Sport,0.478,0.801,276373,0.757,196239,1.32e-05,7,0.163,-8.01,1,64,0.316,88.025,4,0.607
LL Cool J,Hey Lover,0.339,0.707,284693,0.427,885113,0.0,5,0.105,-12.216,0,60,0.0698,88.08,4,0.541
Missy Elliott,The Rain (Supa Dupa Fly),0.117,0.854,246173,0.58,1298081,0.00471,1,0.0921,-10.008,1,58,0.217,162.116,4,0.7
Queen Latifah,U.N.I.T.Y.,0.00561,0.659,251907,0.738,95170,0.0,4,0.319,-4.077,0,52,0.362,93.796,4,0.516
Barbara Mason,Another Man,0.00777,0.842,414080,0.584,58781,2.64e-05,0,0.112,-10.724,1,27,0.0612,111.988,4,0.862
Change,A Lovers's Holiday - Jim Burgess Mix,0.0287,0.921,384813,0.607,60463,0.0297,11,0.0837,-6.047,0,37,0.216,116.335,4,0.799
Zapp,More Bounce To The Ounce,0.124,0.85,311120,0.818,286917,0.00135,0,0.349,-8.623,1,52,0.0904,105.266,4,0.839
The B. B. & Q. Band,Dreamer,0.0823,0.867,347800,0.685,6043,0.0274,3,0.0417,-6.593,0,11,0.0521,109.491,4,0.975
Mary Jane Girls,Candy Man,0.032,0.873,270067,0.426,141566,0.517,3,0.0208,-12.01,1,47,0.0445,122.233,4,0.97
Carl Carlton,"She's a Bad Mama Jama (She's Built, She's Stacked)",0.117,0.879,234707,0.581,880888,0.0,0,0.0435,-6.078,1,61,0.0723,114.226,4,0.629
Patrice Rushen,Forget Me Nots,0.139,0.912,275813,0.534,129633,0.102,6,0.0387,-5.319,0,61,0.0366,114.681,4,0.963
Indeep,Last Night a D.J. Saved My Life,0.0463,0.849,252653,0.657,880888,2.93e-05,11,0.117,-7.509,1,48,0.205,112.682,4,0.864
The Whispers,It's A Love Thing,0.0723,0.767,311040,0.693,322780,0.000108,5,0.302,-8.089,0,37,0.113,118.421,4,0.932
Goldie Alexander,Show You My Love,0.0138,0.74,388000,0.603,407,0.000934,0,0.07,-10.487,1,33,0.0797,118.105,4,0.688
Positive Force,We Got the Funk,0.0397,0.769,276947,0.726,1595,0.0314,0,0.301,-7.598,1,35,0.119,112.516,4,0.705
Change,Change of Heart - Full Length Album Mix,0.0131,0.767,426413,0.859,880888,0.00191,3,0.0377,-6.878,0,0,0.0611,107.383,4,0.94
Oliver Cheatham,Get Down Saturday Night,0.0679,0.882,234000,0.672,880888,0.00101,10,0.0448,-9.217,0,51,0.109,118.933,4,0.891
Joyce Sims,Come Into My Life (Radio Mix) - Radio Mix,0.187,0.613,227773,0.849,9832,0.409,8,0.05,-5.658,0,45,0.0408,94.787,4,0.832
Alexander O'Neal,Saturday Love,0.0832,0.865,521693,0.394,106236,0.00231,11,0.302,-12.235,1,53,0.0528,115.937,4,0.643
Linda Lewis,Class/Style (I've Got It) - Marc Hartman 88 Extended Mix,0.229,0.85,347227,0.561,2933,0.0229,7,0.197,-10.377,1,34,0.0523,113.621,4,0.967
Skyy,Call Me,0.00297,0.794,382333,0.636,78506,0.0141,2,0.0753,-8.698,1,46,0.0756,121.213,4,0.847
Vaughan Mason and Crew,"Bounce, Rock, Skate, Roll",0.00244,0.882,329000,0.589,2474,0.000981,11,0.214,-7.604,0,47,0.0596,111.142,4,0.809
Chemise,She Can't Love You,0.036,0.963,217667,0.742,880888,0.000989,4,0.303,-6.597,0,33,0.0904,114.689,4,0.694
Dazz Band,Let It All Blow - Special Disco Remix,3.73e-05,0.806,410467,0.584,166007,0.691,5,0.0562,-12.48,0,30,0.0476,115.343,4,0.543
First Love,Don't Say Goodnight,0.111,0.794,426053,0.762,880888,0.000126,0,0.0333,-7.966,1,15,0.0995,114.536,4,0.937
Chocolate Milk,"Who's Getting It Now - 12""",0.0298,0.841,402040,0.716,11551,0.00122,7,0.291,-6.365,0,25,0.0387,119.856,4,0.964
Sharon Redd,Can You Handle It,0.288,0.778,386947,0.879,13484,0.00954,10,0.0736,-8.292,0,32,0.0648,108.503,4,0.857
Gwen McCrae,Funky Sensation - Remastered,0.00732,0.666,314515,0.841,880888,0.000778,9,0.129,-7.263,1,0,0.0362,122.073,4,0.842
Unlimited Touch,I Hear Music in the Streets,0.00842,0.697,413573,0.582,15159,0.344,11,0.0843,-12.173,0,42,0.114,115.929,4,0.823
A Taste Of Honey,Boogie Oogie Oogie - Single Version 2 / Remastered 99,0.0991,0.835,338133,0.522,880888,0.00184,2,0.111,-10.828,0,9,0.0916,123.934,4,0.91
Frankie Smith,Double Dutch Bus,0.0018,0.915,320973,0.52,3527,0.00035,8,0.0293,-9.257,1,44,0.132,119.47,4,0.471
The Gap Band,"Oops, Up Side Your Head",0.246,0.646,211067,0.786,539456,2.7e-06,11,0.387,-10.308,0,49,0.149,103.666,4,0.814
Atlantic Starr,Silver Shadow,0.321,0.698,293533,0.703,344034,6.11e-05,6,0.141,-12.327,1,33,0.0372,108.469,4,0.801
Aurra,Such A Feeling,0.153,0.767,321533,0.784,18981,1.66e-05,0,0.0557,-6.8,1,27,0.0592,108.005,4,0.708
Linda Taylor,You and Me Just Started,0.0275,0.857,306440,0.569,880888,0.0578,9,0.214,-11.339,0,27,0.177,112.878,4,0.955
Jeff Lorber,Facts Of Love,0.0642,0.752,271240,0.751,44645,0.00142,8,0.278,-6.281,0,32,0.043,106.8,4,0.963
Pebbles,Mercedes Boy,0.052,0.795,295893,0.333,140474,0.0295,8,0.319,-14.609,1,42,0.0769,114.764,4,0.967
Juicy,Sugar Free,0.124,0.741,273293,0.433,2435,0.00239,8,0.0668,-11.937,1,44,0.0524,91.987,4,0.839
Melba Moore,Love's Comin' At Ya - Remastered,0.0278,0.911,343520,0.476,72590,0.000364,1,0.104,-10.827,0,46,0.0927,114.408,4,0.62
Shalamar,A Night to Remember,0.0658,0.863,299360,0.738,227898,0.000234,10,0.0969,-6.314,0,47,0.0428,108.851,4,0.947
Angela Bofill,Too Tough,0.0572,0.469,208813,0.496,100643,0.0,8,0.111,-8.46,0,47,0.0463,73.227,4,0.226
Toney Lee,Reach Up,0.0103,0.817,202840,0.73,880888,0.000232,9,0.335,-7.481,1,23,0.0903,113.721,4,0.841
Stacy Lattisaw,Jump Into My Life,0.135,0.814,263533,0.766,81804,7.17e-06,1,0.0862,-7.665,1,27,0.0445,107.414,4,0.727
"Evelyn ""Champagne"" King",I'm In Love,0.0372,0.912,301493,0.392,175989,0.198,5,0.27,-12.01,0,46,0.0916,114.929,4,0.791
The S.O.S Band,The Finest,0.325,0.869,366267,0.599,306787,0.0379,6,0.0598,-11.993,1,45,0.07,109.665,4,0.826
Booker Newberry III,Love Town,0.127,0.668,312533,0.541,1574,0.0,11,0.271,-9.011,1,48,0.0728,114.832,4,0.524
Advance,Take Me to the Top,0.313,0.861,377267,0.486,525,0.0754,0,0.0546,-12.436,0,34,0.067,112.274,4,0.929
Teena Marie,Square Biz,0.148,0.769,383707,0.922,326650,0.000197,2,0.5,-7.479,1,55,0.119,113.621,4,0.723
"Ray Parker, Jr.",Still in the Groove,0.0296,0.875,381733,0.644,36925,0.908,2,0.0696,-11.55,1,37,0.0378,117.561,4,0.762
Kashif,Stone Love,0.0461,0.848,329040,0.396,75756,0.00139,1,0.076,-12.969,1,40,0.0784,114.224,4,0.778
Gucci Mane,I Get The Bag (feat. Migos),0.0232,0.89,233087,0.633,3189818,0.000343,11,0.0993,-5.475,1,73,0.168,139.948,4,0.425
Gucci Mane,Confused (feat. Future),0.378,0.78,239073,0.619,3189818,0.0,7,0.253,-6.071,0,42,0.0698,146.283,4,0.588
Gucci Mane,Miss My Woe (feat. Rico Love),0.0918,0.693,258480,0.682,3189818,0.0,9,0.186,-6.131,1,49,0.331,159.95,4,0.193
Bebe Rexha,That's It (feat. Gucci Mane & 2 Chainz),0.0474,0.783,207090,0.361,5007298,0.00762,0,0.0861,-7.949,0,47,0.1,75.0,4,0.413
Gucci Mane,Tone it Down (feat. Chris Brown),0.127,0.759,218840,0.656,3189818,0.0,8,0.102,-5.596,1,52,0.0679,130.949,4,0.59
OJ Da Juiceman,Make Tha Trap Say Aye (feat. Gucci Mane),0.0935,0.814,258747,0.532,196985,0.0,1,0.0715,-8.415,0,47,0.304,151.965,4,0.504
Gucci Mane,Last Time (feat. Travis Scott),0.0534,0.772,251060,0.626,3189818,0.0,5,0.204,-6.354,0,52,0.0403,137.82,4,0.295
Gucci Mane,Make Love,0.00528,0.972,300160,0.563,3189818,0.00257,11,0.111,-6.983,1,48,0.156,129.984,4,0.217
Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",0.172,0.741,240926,0.562,1018916,0.0,4,0.0751,-5.474,0,61,0.165,180.068,4,0.292
Gucci Mane,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),0.177,0.86,316053,0.71,3189818,0.0,7,0.0865,-5.705,1,54,0.285,122.993,4,0.764
Gucci Mane,Fuck the World,0.0171,0.765,229042,0.445,3189818,0.0,3,0.198,-12.725,1,37,0.229,144.961,4,0.25
Gucci Mane,Enormous (feat. Ty Dolla $ign),0.234,0.844,244453,0.486,3189818,0.0,3,0.0976,-6.915,0,46,0.368,142.606,4,0.493
Rae Sremmurd,Black Beatles,0.142,0.794,291893,0.632,5761761,0.0,0,0.128,-6.163,1,76,0.0649,145.926,4,0.355
Gucci Mane,Curve (feat. The Weeknd),0.294,0.76,161990,0.476,3189818,0.0,8,0.1,-8.103,1,62,0.241,147.01,4,0.354
Bruno Mars,That's What I Like (feat. Gucci Mane) - Remix,0.0171,0.854,234596,0.564,24774137,0.0,1,0.0849,-4.964,1,57,0.0485,134.071,4,0.899
Young Dro,"Freeze Me (feat. Gucci Mane, T.I.) Mr. E Blend",0.137,0.461,216213,0.81,880888,0.0,6,0.367,-8.444,0,33,0.478,133.18,4,0.423
Gucci Mane,Money Make Ya Handsome,0.154,0.697,205027,0.663,3189818,0.0,10,0.282,-6.0,0,47,0.0512,134.108,4,0.548
Gucci Mane,1017 (feat. Young Thug),0.00368,0.879,180080,0.388,3189818,0.0,1,0.108,-9.409,1,35,0.468,160.017,4,0.534
Gucci Mane,Jumped Out The Whip (feat. A$AP Rocky),0.0694,0.811,216373,0.46,3189818,0.0,2,0.13,-5.924,1,45,0.351,141.937,4,0.4
Gucci Mane,She Be Puttin On (Feat. Slim Dunkin),0.0856,0.753,259918,0.711,3189818,0.0,9,0.0409,-10.162,1,29,0.366,139.995,4,0.77
Gucci Mane,Back On,0.329,0.833,149080,0.673,3189818,0.0,1,0.136,-6.981,0,54,0.315,148.019,4,0.753
Gucci Mane,Lil Story (feat. ScHoolboy Q),0.00839,0.943,170733,0.777,3189818,0.0,1,0.278,-4.273,1,44,0.2,135.0,4,0.711
DJ Scream,"Hood Rich Anthem - feat. 2 Chainz, Future, Waka Flocka Flame, Yo Gotti & Gucci Mane",0.137,0.73,192533,0.829,7423,0.0,2,0.37,-4.11,1,35,0.191,135.914,4,0.54
Gucci Mane,Work In Progress (Intro),0.044,0.876,145347,0.592,3189818,0.0,1,0.08,-7.124,1,45,0.348,154.101,4,0.532
Migos,Slippery (feat. Gucci Mane),0.307,0.92,304041,0.674,10283111,0.0,1,0.104,-5.662,0,74,0.264,141.967,4,0.741
Chance the Rapper,Angels (feat. Saba),0.294,0.771,206240,0.647,4770454,0.0,5,0.37,-5.127,0,62,0.376,155.914,4,0.678
Machine Gun Kelly,A Little More,0.0734,0.654,237453,0.718,2005933,0.00121,7,0.164,-6.663,1,57,0.0425,90.053,4,0.234
Westside Connection,"The Gangsta, The Killa And The Dope Dealer",0.34,0.805,251067,0.737,667034,0.0,11,0.901,-7.284,1,53,0.251,92.929,4,0.486
SZA,Childs Play (feat. Chance the Rapper),0.775,0.759,216234,0.342,3235632,0.0,1,0.112,-9.044,0,63,0.0406,99.995,4,0.22
Warren G,This DJ,0.00717,0.411,304457,0.781,880888,0.112,7,0.115,-7.701,1,0,0.0425,170.053,4,0.0829
Machine Gun Kelly,Till I Die,0.0305,0.865,212213,0.633,2005933,0.0,0,0.136,-7.023,0,66,0.107,110.05,4,0.311
Angel Haze,Black Dahlia,0.0148,0.554,329827,0.765,133087,2.44e-05,11,0.336,-5.7,0,38,0.183,88.038,4,0.133
Pusha T,Changing Of The Guards,0.00404,0.547,149200,0.759,1620745,0.0,0,0.749,-4.997,1,42,0.253,72.641,4,0.132
JAY Z,Renegade,0.441,0.764,336133,0.724,34338691,1.27e-06,1,0.177,-4.748,0,63,0.368,84.797,4,0.826
Pusha T,New God Flow,0.393,0.493,294907,0.914,1620745,0.0,3,0.353,-2.963,0,53,0.386,173.694,4,0.519
Imagine Dragons,Radioactive,0.51,0.486,119010,0.902,121,0.0,0,0.138,-3.017,1,23,0.0461,153.991,4,0.624
Dr. Dre,Xxplosive,0.176,0.765,215200,0.88,4885563,1e-05,1,0.139,-4.361,1,65,0.116,168.96,4,0.929
Black Star,Definition,0.0252,0.65,206493,0.9,235067,0.0,1,0.176,-4.099,0,58,0.374,89.788,4,0.659
A$AP Rocky,Purple Swag,0.0457,0.611,118560,0.571,6776077,0.0,2,0.127,-8.833,1,57,0.167,115.01,4,0.35
JAY Z,Lucifer,0.0508,0.551,192040,0.927,5278227,0.0,6,0.0739,-2.263,0,53,0.43,171.4,4,0.839
Kanye West,New Slaves,0.166,0.579,256093,0.59,11528211,1.09e-05,1,0.096,-4.322,1,62,0.0708,150.189,4,0.361
Chris Webby,Bar For Bar,0.157,0.571,198551,0.809,327810,0.0,7,0.387,-7.364,1,46,0.431,118.484,5,0.406
Eminem,Rhyme Or Reason,0.129,0.845,301721,0.835,34338691,0.0,4,0.0552,-3.814,0,54,0.241,116.927,4,0.6
The Notorious B.I.G.,Warning,0.356,0.594,220493,0.785,5004931,2.18e-05,6,0.139,-7.598,0,61,0.461,171.755,4,0.426
Wale,"Bag Of Money (feat. Rick Ross, Meek Mill & T-Pain)",0.0379,0.536,247293,0.56,2531892,0.0,8,0.114,-5.668,1,48,0.26,139.91,4,0.279
Eminem,Rap God,0.397,0.708,363521,0.843,34338691,0.0,7,0.799,-2.66,1,78,0.314,148.14,4,0.625
John Legend,Sin City,0.056,0.578,268387,0.625,880888,0.0,10,0.0826,-8.477,0,42,0.111,82.924,4,0.28
OutKast,B.O.B.,0.0555,0.746,304227,0.978,1319675,4.02e-05,9,0.026,-5.324,1,61,0.0978,153.897,4,0.652
Nas,N.Y. State of Mind,0.0394,0.665,293973,0.91,1876392,0.0,6,0.227,-4.682,0,65,0.223,84.099,4,0.887
Bliss n Eso,I Am Somebody (feat. Nas),0.0113,0.706,310693,0.889,240530,0.0,10,0.708,-6.124,0,47,0.244,140.879,4,0.633
Ab-Soul,Illuminate (feat. Kendrick Lamar),0.384,0.719,306730,0.855,661126,0.0,3,0.0696,-5.977,0,54,0.39,132.83,4,0.504
Meek Mill,Burn - feat. Big Sean,0.327,0.67,216667,0.895,4090888,0.0,2,0.269,-1.438,1,55,0.349,111.389,5,0.622
Dilated Peoples,Worst Comes To Worst - Edited,0.293,0.801,215973,0.74,146846,0.0,8,0.369,-7.162,0,55,0.355,92.042,4,0.828
JR Writer,Why Try,0.728,0.737,202493,0.737,56350,0.0,5,0.344,-7.872,0,30,0.388,132.155,4,0.592
Mos Def,Ms. Fat Booty,0.148,0.782,223547,0.589,838282,0.0,1,0.164,-4.827,1,68,0.189,90.438,4,0.869
Kanye West,Blood On The Leaves,0.396,0.454,359800,0.69,11528211,0.0,2,0.101,-4.108,0,65,0.157,171.989,4,0.37
ScHoolboy Q,Sacrilegious,0.32,0.773,211436,0.508,3055026,0.102,9,0.106,-8.583,0,51,0.0558,133.966,4,0.496
Joey Bada$$,Enter The Void (feat. Ab-Soul),0.00581,0.42,184507,0.881,1685644,0.0,1,0.147,-5.781,0,41,0.394,144.545,4,0.546
Kendrick Lamar,Tammy's Song (Her Evils),0.924,0.477,161671,0.835,14402650,0.000508,9,0.129,-5.942,0,54,0.438,97.317,3,0.52
Raekwon,Wu-Gambinos,0.0914,0.706,339507,0.687,358525,0.000162,9,0.083,-4.301,0,40,0.34,99.034,4,0.493
Wiley,Evolve or Be Extinct,0.0906,0.679,188560,0.885,293630,0.0,11,0.17,-3.95,0,36,0.385,140.425,4,0.732
T.I.,G Season (feat. Meek Mill),0.0137,0.662,237013,0.708,3238178,0.0,1,0.244,-4.91,1,40,0.132,110.602,5,0.446
The Game,See No Evil,0.558,0.489,284293,0.44,2518387,0.0,9,0.151,-9.24,1,50,0.283,156.807,4,0.0749
J. Cole,Power Trip,0.322,0.667,241160,0.61,10688087,0.000203,1,0.426,-7.054,1,72,0.217,99.991,4,0.465
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,0.123,0.716,313787,0.485,14402650,2.69e-05,1,0.604,-7.745,1,65,0.404,74.132,4,0.26
The Game,Blood Diamonds,0.123,0.581,256960,0.588,2518387,0.0,2,0.207,-9.369,1,40,0.28,149.82,4,0.5
Drake,HYFR (Hell Ya Fucking Right),0.123,0.444,206627,0.627,46122544,0.0,7,0.0795,-8.744,0,68,0.252,98.21,3,0.359
Hopsin,Ill Mind of Hopsin 5,0.514,0.737,289004,0.707,1543378,0.0,1,0.393,-11.113,1,63,0.448,98.121,4,0.561
Kanye West,Clique,0.0488,0.704,293533,0.569,11528211,0.0,7,0.191,-4.998,0,63,0.247,109.314,5,0.313
A$AP Rocky,F**kin' Problems,0.024,0.852,233787,0.693,6776077,0.0,1,0.11,-6.87,1,76,0.274,95.967,4,0.66
Big Sean,Guap,0.311,0.65,271653,0.723,7252844,0.0,1,0.412,-5.807,1,51,0.172,146.076,4,0.556
T.I.,That's All She Wrote (feat. Eminem),0.0328,0.496,318360,0.785,3238178,0.0,7,0.0941,-3.472,1,68,0.306,170.02,4,0.357
JAY Z,The Watcher 2,0.245,0.929,356000,0.734,5278227,0.0,11,0.108,-2.889,0,47,0.289,99.002,4,0.751
Busta Rhymes,Break Ya Neck,0.449,0.818,235360,0.801,880888,0.00206,7,0.0568,-6.903,1,44,0.274,82.975,4,0.73
Bad Meets Evil,Take From Me,0.0208,0.693,205600,0.784,971179,0.0,1,0.334,-5.286,1,52,0.202,146.843,4,0.61
Wale,Ambition (feat. Meek Mill & Rick Ross),0.398,0.42,302547,0.744,2531892,8.54e-06,8,0.192,-5.033,1,59,0.396,161.792,4,0.324
Kanye West,So Appalled,0.255,0.629,397667,0.754,11528211,0.0,1,0.63,-5.873,0,60,0.289,87.07,4,0.58
Wu-Block,Bust Shots,0.00582,0.844,201693,0.742,3631,0.0,9,0.0677,-5.804,0,30,0.22,96.995,4,0.818
Nas,I Can,0.0108,0.395,192052,0.675,32373,0.862,7,0.12,-9.623,1,23,0.334,77.523,4,0.632
2Pac,Ambitionz Az A Ridah,0.00253,0.801,278387,0.908,8111872,0.000655,2,0.0698,-6.554,1,77,0.221,87.279,4,0.805
Juelz Santana,Lil' Boy Fresh,0.34,0.465,233867,0.92,443276,0.0,11,0.401,-3.666,0,38,0.439,82.037,4,0.681
Kid Cudi,Just What I Am,0.00223,0.654,228027,0.95,3628965,0.0,1,0.406,-3.163,1,64,0.137,140.009,4,0.351
Eminem,Lose Yourself - Soundtrack Version,0.00535,0.703,321213,0.746,34338691,1.8e-05,2,0.357,-4.718,1,50,0.257,171.387,4,0.0655
Kendrick Lamar,The Recipe - Bonus Track,0.000589,0.759,352853,0.782,14402650,0.0,11,0.35,-6.975,0,60,0.0741,131.04,4,0.507
Cam’ron,Killa Cam,0.0104,0.67,251453,0.788,14239,0.0,11,0.492,-7.426,1,55,0.274,80.032,4,0.522
50 Cent,My Life,0.045,0.646,239907,0.932,5969727,2.85e-06,1,0.276,-4.178,1,55,0.276,176.111,4,0.518
The Notorious B.I.G.,Notorious Thugs,0.121,0.704,366880,0.873,5004931,5.12e-06,11,0.24,-4.057,0,65,0.144,154.914,4,0.742
Talib Kweli,Ms. Hill,0.0532,0.587,224280,0.665,381530,0.0,8,0.557,-8.083,0,47,0.409,90.758,4,0.242
